farmer_id,name,location,product,land_size
F7209,Ravi,Haryana,Maizex,3.52
F5842,Rajesh,Punjab,Rice,3.12
F4498,Sunil,Maharashtra,Maize,1.11
F2684,Ravi,Haryana,Potato,3.26
F6451,Ravi,Unknown,Maize,4.53
F7671,Ravi,Unknown,Rice,4.65
F8841,Unknown,Maharashtra,Rice,3.5
F5161,Rajesh,Maharashtra,Maize,4.6
F5140,Manojx,UP,Wheat,3.39
F9741,Rajesh,Maharashtra,Wheatx,1.21
F5074,Manoj,Punjab,Potato,2.67
F3757,Ravi,UP,Soybean,4.37
F9006,Amit,Haryana,Soybean,3.5
F4044,Ravi,Haryana,Maize,3.49
F6701,Unknown,Punjab,Potatox,4.9
F1222,Unknown,Punjab,Rice,2.89
F7447,Manoj,UP,Wheat,4.69
F7041x,Sunil,Haryana,Wheat,4.93
F5051,Manoj,Punjab,Rice,3.64
F3706,Sunil,Karnataka,Potato,1.21
F1166,Manoj,Haryana,Wheat,4.74
F4040,Rajesh,Karnataka,Wheat,3.57
F4859,Unknown,Karnataka,Maize,3.17
F5949,Unknown,Karnatakax,Wheat,1.27
F6469,Amit,Punjab,Soybean,5.37
F7393,Rajeshx,Unknown,Maize,2.55
F6758,Sunil,Haryana,Potato,4.68
F8668,Unknown,Unknown,Maize,2.74
F4355,Ravi,Maharashtra,Maize,1.12
F2032,Amit,UP,Wheat,1.16
F5348,Ravi,Haryana,Potato,3.54
F4127,Manoj,UP,Potato,3.36
F3753,Unknown,Maharashtra,Wheat,3.24
F7726,Sunil,UP,Wheat,4.7
F7137,Sunil,Haryana,Rice,1.06
F2559,Rajeshx,Unknown,Maize,3.2
F3192,Amit,Maharashtra,Soybean,3.53
F2784,Rajesh,UP,Wheat,3.37
F7834,Manoj,Karnataka,Soybean,3.24
F3395,Ravi,Haryana,Maize,2.96
F1560,Rajesh,Haryana,Soybean,4.22
F8522,Unknown,Maharashtra,Wheat,2.66
F7970,Manoj,Punjab,Soybean,4.93
F9679,Sunil,Karnataka,Maize,1.29
F7699,Rajesh,Maharashtra,Maize,3.34
F1015,Unknown,Unknown,Potato,1.22
F8688,Unknownx,Maharashtra,Rice,3.61
F5127,Ravi,Maharashtra,Wheat,1.26
F4975,Unknown,Maharashtra,Potato,3.39
F5328,Ravi,Haryana,Soybean,2.65
F4653,Unknown,Unknown,Potato,4.12
F9960,Amit,UP,Wheat,2.84
F2131,Unknown,Punjab,Potato,3.34
F9338,Unknown,Unknown,Soybean,5.23
F5807,Unknown,Maharashtra,Potato,4.85
F6100,Manoj,UP,Maize,2.75
F1786,Ravi,Haryana,Maize,3.86
F2682,Ravi,UP,Soybean,3.33
F5040,Manoj,Haryana,Soybean,2.77
F7323,Sunil,Karnataka,Rice,4.84
F6189,Unknown,Punjab,Potato,4.92
F4258,Unknown,Unknown,Maize,1.16
F3576,Ravi,UP,Maize,2.55
F8526,Sunil,Maharashtra,Maize,2.67
F8368,Amit,Maharashtra,Soybean,4.95
F7766,Unknown,Unknown,Potato,2.95
F4046,Manoj,Unknown,Potato,3.53
F4409,Manoj,Punjab,Soybean,4.8
F6011,Manoj,Karnatakax,Potato,3.55
F7055,Unknown,Punjab,Ricex,5.17
F1927,Sunil,Maharashtra,Rice,1.19
F8669,Rajeshx,Maharashtra,Maize,4.02
F6594,Manoj,Haryana,Rice,3.66
F8327,Unknown,Karnataka,Rice,3.32
F4459,Ravi,Unknown,Potato,1.17
F6617,Ravi,Haryanax,Wheat,4.21
F5030,Unknown,Haryana,Maize,3.14
F8863,Ravi,UP,Soybean,3.43
F1684,Manoj,Maharashtra,Maize,3.44
F9915,Amit,Maharashtra,Maize,2.95
F9732,Amit,Punjab,Potato,1.29
F4467,Amit,Haryana,Maize,2.82
F2897,Sunil,Unknown,Soybean,4.4
F4289,Ravi,Maharashtrax,Wheat,1.12
F3687,Amit,Haryana,Potato,3.63
F2280,Amit,Maharashtra,Rice,3.08
F8518,Rajesh,Maharashtra,Wheat,1.19
F7065,Amit,Maharashtra,Potato,3.6
F9133,Unknown,Punjab,Maizex,3.08
F7988,Manojx,Unknownx,Soybean,2.77
F2555,Manoj,Punjab,Rice,3.13
F3616,Ravi,Punjab,Wheat,5.18
F7412,Manojx,Karnataka,Soybean,1.23
F5614,Unknown,UP,Potato,5.42
F6461,Unknown,UP,Rice,5.3
F7201,Amit,UP,Wheat,3.73
F8634,Unknown,Haryana,Maize,4.83
F1046,Sunil,Haryana,Maize,3.67
F2095,Manoj,Maharashtra,Potato,3.45
F5936,Manoj,Maharashtra,Rice,1.29
F6060,Manoj,Karnataka,Potato,2.75
F3526,Sunil,Maharashtra,Rice,4.64
F7394,Amit,Punjab,Potato,2.64
F6700x,Rajesh,Karnataka,Potato,3.75
F4978,Ravi,Punjab,Wheatx,1.21
F9974,Sunil,Punjab,Maize,3.32
F9270,Sunil,Maharashtra,Wheat,4.99
F1202,Amit,Haryanax,Rice,4.9
F5112,Ravi,Maharashtra,Potato,2.71
F3709,Unknown,Punjab,Maize,2.98
F8443,Rajesh,Karnataka,Potato,3.44
F3451,Unknown,Haryana,Rice,2.91
F5369,Rajeshx,UP,Potato,2.97
F6465,Manoj,Haryana,Wheat,5.1
F1612,Amit,Karnataka,Rice,4.7
F4560,Manojx,Maharashtra,Wheat,5.18
F2772,Ravi,Punjab,Potato,4.92
F7585,Manoj,Haryanax,Potato,1.13
F8187,Rajesh,Karnataka,Maize,5.05
F1885,Amit,Punjab,Soybean,1.16
F9107,Unknown,Maharashtra,Potato,5.14
F9375,Sunil,Karnataka,Rice,3.38
F7082,Amit,Unknown,Potato,4.79
F6598,Manoj,UP,Soybean,4.4
F1224,Ravi,Unknown,Maize,4.81
F6924,Ravi,UP,Rice,2.91
F1308,Sunil,Maharashtra,Rice,3.39
F8364,Unknown,Haryana,Maize,1.28
F1503,Sunil,Karnataka,Soybean,4.53
F1056,Amit,Maharashtra,Soybeanx,1.14
F3850,Rajesh,UP,Soybean,3.71
F8346x,Manoj,Karnataka,Potato,3.64
F1682,Manoj,Karnataka,Potato,3.67
F6703,Rajesh,Haryana,Wheat,4.99
F5958,Manoj,Maharashtra,Soybean,4.88
F4667,Amit,Haryana,Maize,4.96
F4455,Unknown,Haryana,Maize,3.42
F9613,Ravi,Punjab,Maize,3.11
F4473,Unknown,UP,Soybean,3.35
F8383,Amitx,UP,Rice,1.25
F8336,Unknown,Maharashtra,Wheat,3.39
F8650,Sunil,UP,Maizex,3.48
F8678,Unknown,Punjab,Maize,4.47
F4041,Amit,UPx,Wheat,4.59
F1548,Ravi,UP,Rice,5.54
F1722x,Amit,Punjab,Wheat,1.27
F7580,Ravi,Haryana,Maize,4.91
F6857,Sunil,Maharashtrax,Potato,1.19
F8172,Amit,Maharashtra,Maize,3.66
F7797,Unknown,UP,Potato,5.31
F9839,Ravi,Punjab,Rice,3.26
F2731,Manoj,Karnataka,Wheat,3.32
F4739,Sunil,UP,Wheat,3.15
F7209,Sunil,Haryana,Maize,4.5
F5258,Manoj,Karnataka,Soybean,4.32
F2497,Unknown,UP,Rice,3.43
F6630,Unknown,Punjab,Maize,3.58
F4546,Rajesh,Punjab,Maize,5.21
F1120,Amit,Haryana,Wheat,2.76
F9931,Manoj,Haryana,Potato,4.47
F6747,Rajesh,Unknown,Maize,3.36
F2121,Unknown,UP,Rice,4.48
F8541,Rajesh,UP,Soybean,3.83
F9684,Manoj,Punjab,Potato,1.19
F5640,Rajesh,Karnataka,Maize,4.7
F2794,Manoj,Karnataka,Potato,3.46
F3117,Ravi,UP,Wheat,2.76
F1941,Ravi,Haryana,Potato,3.87
F3258,Ravi,Maharashtra,Maize,4.98
F4523,Rajesh,UP,Rice,3.42
F9831,Unknown,Punjab,Wheat,3.45
F3533,Ravix,Maharashtra,Soybean,2.8
F3024,Ravi,Unknown,Maize,2.77
F4844,Unknown,Maharashtra,Rice,3.67
F7725,Ravi,Haryana,Wheat,3.64
F8401x,Sunil,Punjab,Rice,2.89
F1801,Sunil,Unknown,Rice,3.49
F3175,Rajesh,Unknown,Wheat,3.46
F5337,Amit,UP,Wheat,5.13
F5271,Sunil,Karnataka,Maize,2.99
F1825,Amit,Maharashtra,Potato,5.24
F6854,Unknown,Maharashtra,Wheat,3.22
F8671,Manoj,Karnataka,Rice,3.41
F8748,Unknown,Haryana,Maize,3.45
F1627,Rajesh,Haryana,Wheat,2.78
F9079,Amit,Haryana,Maize,3.29
F8006,Unknown,UP,Potatox,4.64
F1590,Manoj,Punjab,Wheat,1.26
F8178,Rajesh,Karnataka,Rice,2.88
F5020,Sunil,Unknown,Potato,4.74
F3385,Unknown,Haryana,Ricex,5.1
F5321,Manoj,Karnataka,Wheat,4.99
F6735,Amit,Haryana,Wheat,2.84
F2610,Unknown,Maharashtra,Potatox,5.33
F1886,Sunil,Haryana,Rice,4.73
F3226,Sunil,Maharashtra,Rice,3.74
F5567,Ravi,Haryana,Maize,3.53
F3885,Rajesh,Karnataka,Wheat,3.48
F4872,Amit,Punjab,Soybean,3.56
F7161,Manoj,Punjab,Rice,1.22
F8033,Unknown,Unknown,Potato,1.23
F6987,Ravi,Karnataka,Rice,3.72
F2953,Sunil,Punjab,Maize,3.77
F9701,Amitx,Unknown,Soybean,1.16
F7033,Manojx,Maharashtra,Potato,2.76
F3958,Sunil,Punjab,Soybean,1.1
F6225,Unknown,UP,Maize,1.23
F4605,Ravi,Karnataka,Soybean,3.49
F5977,Unknown,Punjab,Rice,3.39
F9547,Amitx,Karnataka,Soybean,3.62
F1946,Rajesh,Punjab,Soybean,1.23
F8219,Rajeshx,Maharashtra,Wheat,4.61
F2705x,Sunil,Haryana,Maize,2.7
F4504,Unknown,Punjab,Wheat,3.9
F9602x,Rajesh,UP,Soybean,4.78
F7290,Amit,Haryana,Wheat,3.56
F9859,Ravi,Karnataka,Maize,4.33
F1370,Amit,Unknown,Potato,1.08
F6852,Rajesh,Unknown,Potato,3.55
F3441,Unknown,Punjab,Rice,1.21
F5044,Rajesh,Unknown,Potato,3.53
F2273,Manoj,Karnataka,Soybean,5.6
F7108,Sunil,Punjab,Soybean,1.22
F8346,Ravix,Haryana,Rice,3.02
F8441,Unknown,Karnataka,Soybean,5.21
F8720,Amit,Maharashtra,Wheat,4.75
F7706,Manoj,UP,Maize,1.3
F6951x,Unknown,Maharashtra,Soybean,3.61
F5387,Sunilx,UP,Soybean,3.59
F1020,Rajesh,Haryana,Maize,3.35
F7513,Sunil,Maharashtrax,Potato,1.14
F8467,Amit,Haryana,Wheat,1.23
F8483,Manoj,UP,Wheat,3.26
F3821,Amit,Unknown,Maize,1.13
F5567,Ravi,Punjab,Potato,1.23
F2053,Unknown,Karnatakax,Maize,5.29
F9506,Rajesh,Haryana,Wheat,3.79
F2862,Rajesh,Punjab,Maize,4.92
F4529,Manoj,Punjab,Wheat,4.91
F4130,Manoj,Punjab,Potato,1.08
F9740x,Sunil,Unknown,Soybean,4.42
F8273,Ravi,Maharashtra,Maize,3.53
F5674x,Amit,Unknown,Maize,4.74
F7817x,Ravi,Maharashtra,Rice,2.76
F6596,Unknown,Maharashtra,Rice,4.34
F3208,Amit,Unknown,Rice,2.94
F6139,Rajesh,UP,Wheat,1.21
F9068,Unknown,Unknown,Wheat,1.21
F8202,Rajesh,Unknown,Potato,1.16
F5877x,Ravi,Haryana,Soybean,2.82
F1998,Ravix,Unknown,Potato,4.67
F8075,Sunil,Maharashtra,Soybean,2.6
F2692,Unknown,Unknown,Soybean,3.55
F4157,Sunil,Haryana,Maize,5.27
F7165,Rajesh,Haryana,Rice,2.77
F8797,Sunil,UP,Wheat,4.84
F6668,Amit,Karnataka,Rice,2.86
F3878,Ravi,Haryana,Soybean,2.83
F4250,Amit,Unknown,Wheat,3.63
F4666,Rajesh,Haryana,Wheat,1.15
F4004,Manoj,UPx,Soybean,4.99
F4070,Unknown,Punjab,Rice,3.2
F6293,Sunilx,UP,Rice,2.68
F3283,Sunil,Unknown,Soybean,3.56
F9993,Sunil,Karnataka,Maize,1.24
F4488,Rajesh,UP,Maize,2.86
F2312,Ravi,Unknown,Wheat,1.19
F7837,Unknown,UP,Rice,4.94
F7643,Unknown,Unknown,Maize,4.6
F7633,Ravi,Haryana,Maize,4.49
F1629,Sunil,Haryana,Potato,1.27
F9693,Rajesh,UP,Maize,1.18
F4895,Manoj,Karnatakax,Wheat,3.12
F2731,Amit,Punjab,Wheat,4.62
F7434,Amit,Maharashtra,Potato,5.0
F4389,Manoj,Unknown,Potato,3.66
F5376,Rajesh,Haryana,Potato,3.77
F7323,Amit,Karnataka,Potato,1.09
F9749,Manoj,Karnataka,Potatox,3.47
F7293,Sunil,Karnatakax,Rice,4.66
F6951,Rajesh,Unknown,Soybean,1.22
F5375,Ravi,UP,Rice,4.52
F9027,Rajesh,Maharashtra,Rice,4.6
F7431,Amit,Karnataka,Potato,5.26
F5804,Ravi,Maharashtra,Rice,5.0
F3222,Rajesh,Haryana,Maize,3.34
F5460,Ravi,Punjab,Potato,3.44
F2610,Rajesh,Karnataka,Maize,3.74
F1698,Unknown,Haryana,Wheat,5.19
F6933,Unknown,Punjab,Maize,3.55
F3701x,Sunil,Unknown,Rice,2.69
F4087x,Rajesh,Maharashtra,Wheat,2.79
F1741,Ravi,Haryana,Rice,4.84
F2948,Amit,Unknown,Wheat,2.57
F8850,Manojx,Haryana,Rice,3.79
F3914,Manoj,Haryana,Potato,5.19
F4341,Sunil,Punjab,Potato,4.57
F1862,Amit,Karnataka,Wheat,3.46
F5959,Manoj,Punjab,Potato,2.87
F5295,Sunil,Unknown,Wheatx,4.82
F5728,Rajesh,UP,Wheat,5.61
F8475,Amit,Unknown,Wheat,1.19
F3858,Manoj,Karnataka,Wheat,3.5
F1531,Unknownx,Karnataka,Rice,4.95
F7159,Ravi,Maharashtra,Wheatx,1.18
F4317,Ravi,Karnataka,Rice,4.04
F4752,Manoj,Karnataka,Maize,1.16
F1535,Amit,Punjab,Maize,3.56
F5081,Amit,Haryana,Wheat,4.67
F4038x,Amit,Maharashtra,Potato,3.45
F1483,Ravi,Karnataka,Maize,5.15
F8233,Unknown,Maharashtra,Potato,5.19
F2958,Ravix,Karnataka,Maize,2.84
F7597,Manoj,UPx,Maize,2.84
F6596,Ravi,UP,Maize,3.65
F4388,Ravi,Maharashtra,Rice,3.47
F6250,Amit,UP,Soybean,1.38
F3765,Sunil,UP,Soybean,4.9
F1382,Manoj,Punjab,Soybean,2.89
F7469,Rajesh,Haryana,Potato,1.29
F5192,Amit,Haryana,Potato,3.18
F4273,Ravi,Punjabx,Potato,4.23
F1469,Ravi,Punjab,Soybean,1.21
F2216,Amit,Karnataka,Soybean,5.44
F5305,Unknown,Unknown,Wheat,2.68
F6045,Manoj,Karnataka,Maize,2.67
F1268,Amit,Punjab,Wheat,1.14
F3099,Ravi,Unknown,Maize,4.57
F3695,Unknown,Maharashtra,Potato,3.12
F1019,Ravix,Haryana,Potato,2.82
F5399,Sunil,Punjab,Rice,4.44
F8648,Sunil,Haryana,Potato,3.53
F4998,Rajesh,Haryana,Potato,3.72
F4411,Amit,Haryana,Soybean,3.31
F1569,Unknown,Maharashtra,Soybean,1.26
F8566,Ravi,Maharashtra,Maize,4.86
F1263,Unknown,Punjab,Wheat,5.64
F7331,Rajesh,Haryana,Potato,3.63
F7163,Ravi,Unknown,Maize,1.2
F2595,Unknown,UP,Potato,4.38
F7803,Sunil,Punjab,Potato,3.41
F3455,Unknown,Haryana,Potato,3.6
F5561,Amit,Karnataka,Maize,3.12
F8916,Sunil,Unknown,Wheat,2.5
F8318,Unknown,UP,Potato,2.85
F6387,Rajesh,Maharashtra,Maize,3.65
F5984,Unknown,Unknown,Potato,1.23
F3469,Manoj,Maharashtra,Rice,1.23
F7182,Sunil,Karnataka,Rice,3.57
F6219,Sunil,Karnataka,Soybean,2.82
F8162,Rajesh,Punjab,Potato,3.59
F6172,Rajesh,Punjab,Potato,1.26
F1352,Amit,Unknown,Rice,1.19
F5084x,Amit,Maharashtra,Potatox,3.67
F2463,Rajesh,Karnataka,Soybean,3.4
F5562,Unknown,Karnataka,Potato,1.17
F3139,Manoj,Karnataka,Maize,3.45
F4357,Manoj,UP,Potato,3.85
F9642,Sunil,Karnataka,Rice,4.45
F4361,Manoj,UP,Rice,3.26
F2727,Unknown,Maharashtra,Wheat,1.21
F6110,Ravi,Punjab,Potato,3.66
F2287,Manoj,Unknown,Soybean,3.41
F5285,Ravi,Punjabx,Soybean,4.84
F8658,Unknown,Unknown,Maize,1.29
F9870,Sunil,Unknown,Soybean,4.99
F2629,Sunil,Haryana,Maize,4.32
F8413,Manoj,Unknown,Maize,3.58
F5439,Ravi,Punjab,Maize,2.75
F1427,Ravi,Maharashtra,Soybean,1.19
F3700,Manoj,Haryana,Maize,3.9
F5116,Sunil,Maharashtra,Soybean,2.72
F5404,Rajesh,Maharashtra,Potato,2.98
F3835,Unknown,Unknown,Potato,2.98
F6946,Unknown,Karnataka,Maize,3.07
F9619,Unknown,Haryana,Soybean,5.05
F8718,Manoj,Haryanax,Soybean,4.69
F9220,Sunil,Punjab,Potato,4.8
F3144,Ravi,Maharashtra,Wheat,3.52
F3335,Ravi,Punjab,Wheat,1.18
F3847,Unknown,UP,Rice,3.33
F9090,Amit,UP,Maize,3.58
F2504,Unknown,Punjab,Wheat,2.81
F8116,Amitx,Maharashtrax,Maize,2.82
F2792,Rajesh,Punjab,Maize,4.72
F2849,Manoj,UP,Potato,3.44
F8759,Amit,UP,Maize,1.2
F5568,Sunil,Karnataka,Maize,4.67
F3015,Sunil,Punjab,Rice,4.48
F9898,Ravi,Maharashtra,Wheat,4.82
F6549,Ravi,Karnataka,Potato,3.45
F2747,Unknown,Maharashtra,Rice,3.25
F6315,Manoj,Unknown,Soybean,3.46
F2526,Ravi,Unknown,Potatox,1.14
F1529,Rajesh,UP,Soybean,5.05
F9176,Unknown,UP,Soybean,3.72
F1626,Sunilx,Unknown,Potatox,4.58
F3708,Manoj,Haryana,Maizex,3.64
F7568,Sunil,Maharashtra,Wheatx,2.99
F3009,Unknown,Maharashtra,Potato,1.19
F9049,Ravi,UPx,Wheat,4.78
F7940x,Ravi,Unknown,Soybeanx,4.74
F8514,Rajesh,Maharashtra,Rice,1.21
F8388,Manoj,UP,Maize,4.8
F6613,Rajesh,UP,Rice,3.42
F6062,Ravi,Maharashtra,Wheat,3.53
F3058,Unknown,Haryanax,Wheat,2.89
F8729,Sunil,UP,Rice,2.81
F8970,Manoj,Haryana,Maize,4.96
F9307,Amit,Karnataka,Wheat,4.49
F7405,Sunil,Unknown,Rice,1.21
F4769,Manoj,Karnataka,Rice,2.75
F2608,Sunil,UP,Soybean,2.62
F6344,Unknown,Punjab,Wheat,3.63
F1823,Unknown,Maharashtra,Maizex,4.5
F7658,Manoj,Unknown,Rice,4.8
F6311,Manojx,Maharashtra,Potato,3.23
F2679x,Rajesh,Karnataka,Soybean,2.78
F6722,Sunil,Haryana,Rice,4.96
F9387,Amit,Maharashtra,Wheat,1.11
F6146x,Ravi,Karnataka,Rice,2.6
F5224,Sunil,Karnatakax,Rice,2.75
F9845,Ravi,Haryana,Rice,3.58
F3617,Sunil,UP,Soybean,3.51
F5251x,Unknown,UP,Potato,4.53
F5973,Manoj,Punjab,Soybean,1.07
F4149x,Ravi,Haryana,Soybean,1.17
F1668,Rajesh,UP,Potato,4.56
F2615,Amit,Unknown,Maize,5.32
F6909x,Ravi,Karnataka,Wheat,4.86
F1026,Manoj,UP,Wheat,4.79
F1510,Ravi,UP,Rice,5.06
F3764,Amit,Punjab,Rice,4.41
F7690,Rajesh,Punjab,Potato,5.28
F5831x,Unknown,Maharashtra,Wheat,3.59
F1395,Unknown,Unknown,Rice,1.29
F8787,Unknown,Punjab,Maize,4.16
F5285,Rajeshx,Maharashtrax,Potato,3.38
F9905,Rajesh,Punjab,Maize,3.21
F6339,Rajesh,Maharashtra,Wheat,1.21
F9476,Ravi,Punjab,Maize,3.76
F3192,Sunilx,Haryana,Soybeanx,4.55
F8084,Ravi,Karnataka,Maize,1.24
F2406,Unknown,Punjabx,Potato,3.39
F3200,Unknownx,Unknown,Rice,4.86
F5136,Rajeshx,Haryana,Soybean,3.35
F9557x,Ravi,Karnataka,Rice,4.65
F7327,Rajeshx,Maharashtra,Maize,3.04
F9359,Unknown,Unknown,Wheat,3.09
F7063,Ravi,Maharashtra,Wheat,3.28
F6825,Unknown,Haryana,Rice,3.32
F8000,Unknown,UP,Maize,3.6
F6916,Manoj,Haryana,Wheat,3.81
F1733,Manoj,Maharashtra,Soybean,4.6
F5165,Amit,Maharashtra,Maize,4.5
F8855,Amit,Haryana,Soybean,1.27
F5492,Unknown,Karnataka,Rice,3.22
F7789,Ravi,UP,Rice,3.62
F9366,Amit,Haryana,Rice,2.84
F4745,Manoj,Punjab,Soybean,3.61
F8545,Manoj,UP,Wheat,5.2
F9480,Rajesh,Haryanax,Wheat,4.35
F2541,Amit,Maharashtra,Maize,3.66
F2402,Unknown,Unknown,Soybeanx,3.66
F1232,Unknown,Punjab,Rice,3.51
F6720,Rajesh,UP,Maize,4.28
F5955,Manoj,Punjab,Wheat,3.26
F2557,Manoj,Karnataka,Soybean,4.47
F8763,Sunil,Unknown,Rice,3.8
F7307,Ravix,Punjab,Potato,3.33
F7848,Sunil,Punjab,Wheat,1.2
F4765,Ravi,Punjab,Potato,4.69
F4859x,Rajesh,Maharashtra,Soybean,1.14
F7566,Amit,Karnataka,Rice,3.73
F6988,Rajesh,Karnataka,Maize,4.7
F2593x,Amit,UP,Wheat,4.89
F1888,Manoj,UPx,Potatox,5.14
F9899,Manoj,Karnataka,Soybean,3.05
F6292,Ravi,Karnataka,Wheatx,3.48
F4361,Ravi,Haryana,Soybean,4.32
F3539x,Unknown,UP,Maize,4.83
F6181,Amit,Punjab,Wheat,1.05
F6348,Amit,Unknown,Rice,3.68
F1463x,Sunil,UP,Rice,2.78
F6119,Amit,Punjab,Rice,3.43
F8408,Amit,UP,Rice,1.21
F5959,Ravi,Maharashtra,Soybean,4.8
F8035,Rajesh,Haryana,Rice,4.92
F1834,Sunil,Haryana,Soybean,4.53
F4147,Ravi,Maharashtra,Soybean,2.77
F9017,Rajesh,Punjab,Wheat,3.69
F8143,Rajesh,Haryana,Potato,3.67
F3104,Rajesh,Punjab,Potato,2.79
F4088,Ravi,Maharashtra,Wheat,4.5
F9568,Rajesh,UP,Rice,4.46
F1707,Manoj,Punjab,Potato,5.13
F6698,Amit,Karnataka,Soybean,2.77
F4559,Ravi,Unknown,Maize,3.57
F2006,Amit,Maharashtra,Wheat,1.11
F3797,Manoj,Unknown,Maize,4.09
F2591,Sunil,Punjab,Rice,1.33
F5160,Sunil,Haryana,Rice,5.02
F5557,Rajesh,UP,Wheat,3.39
F5738,Manoj,Punjab,Rice,2.64
F8831,Ravi,Maharashtra,Soybean,3.05
F5254,Unknown,Maharashtra,Maize,4.48
F2817,Rajesh,Maharashtra,Soybean,1.19
F8895,Sunil,Karnataka,Maize,4.43
F3386,Amit,UPx,Soybean,4.47
F4154,Amit,Karnataka,Soybean,3.5
F1684,Unknown,UP,Maize,5.0
F3701,Ravi,Haryana,Wheat,1.25
F7220,Unknown,Haryana,Potato,3.68
F5995,Rajesh,UP,Soybean,1.21
F3560,Rajesh,Haryana,Potato,4.36
F4340,Manoj,Maharashtra,Soybean,3.04
F9437,Ravi,Punjab,Rice,4.66
F6077,Unknown,Maharashtra,Ricex,3.36
F1943,Unknown,Punjab,Wheat,1.18
F2415,Manoj,Unknown,Soybeanx,2.96
F9796,Manoj,Punjab,Maize,2.59
F7350,Unknown,Karnataka,Wheat,4.76
F1057,Sunil,Unknown,Rice,3.36
F7187,Rajesh,Haryana,Soybean,4.62
F5123,Amit,Punjab,Maize,1.19
F5819,Ravi,Unknown,Wheat,3.01
F2379,Amit,Maharashtra,Soybean,3.39
F8888,Unknown,Karnataka,Rice,3.4
F3698,Ravi,UP,Maize,3.39
F8393,Manoj,Haryanax,Maize,2.96
F4075,Amit,UP,Wheat,2.94
F2377,Rajesh,Maharashtra,Soybean,3.38
F2242,Rajesh,Unknown,Rice,4.76
F4945,Unknown,Punjab,Soybean,2.65
F9862,Unknown,Haryana,Rice,1.16
F6210,Ravi,Maharashtra,Potato,5.18
F7889,Unknown,UPx,Soybean,4.78
F4496,Unknown,Maharashtra,Soybean,4.71
F5257,Sunil,Punjabx,Wheat,3.7
F5588,Rajesh,Maharashtra,Rice,2.81
F7902,Ravi,Unknown,Maize,3.06
F8207,Sunil,Unknown,Potato,1.2
F3246,Unknown,Punjab,Rice,1.13
F6232,Rajesh,Maharashtra,Rice,2.95
F6462,Manoj,Haryana,Rice,4.61
F8440x,Rajesh,Unknown,Rice,4.42
F1963,Sunil,Haryana,Soybean,1.22
F8496,Rajesh,Maharashtra,Potatox,4.85
F7192,Manoj,Karnataka,Maize,3.43
F1021,Sunil,Maharashtra,Maize,4.82
F8063,Sunil,Maharashtra,Rice,2.76
F6034,Unknown,Karnataka,Wheat,3.42
F7776,Manoj,Unknown,Wheat,3.44
F3456,Rajesh,Maharashtra,Maize,2.83
F5808,Amit,Haryana,Potato,3.54
F5502,Unknown,Haryana,Rice,4.67
F1549,Manojx,Karnataka,Soybean,2.8
F9233x,Manoj,UP,Rice,1.14
F3343,Amit,Haryana,Wheat,4.84
F3069,Manoj,UP,Rice,3.75
F5978,Unknown,UP,Wheat,3.48
F9189,Ravi,Maharashtra,Potato,3.56
F7864,Unknown,Punjab,Soybean,3.61
F2857,Rajesh,Punjab,Soybean,1.22
F5398,Unknown,Punjab,Wheat,3.51
F7979,Manoj,Unknown,Soybean,2.96
F5229,Rajesh,Haryana,Soybeanx,3.59
F4358,Amit,Maharashtra,Potato,4.58
F7485,Rajesh,Karnataka,Wheat,5.24
F9038,Ravi,Unknown,Maize,2.67
F8233,Amit,Unknown,Soybean,4.21
F6466,Rajesh,Unknown,Rice,3.85
F9462,Rajesh,UP,Soybean,5.22
F4605,Manoj,Unknown,Potato,3.56
F3539,Rajesh,Haryana,Maize,4.72
F5831,Manoj,Haryana,Ricex,2.92
F8477,Ravi,UP,Rice,4.1
F8857,Rajesh,Karnataka,Potato,3.46
F5531,Amit,Maharashtra,Rice,4.49
F3358x,Sunil,Punjab,Soybean,2.86
F3048x,Manoj,Punjab,Rice,1.25
F1036,Rajesh,Haryana,Potato,4.15
F9302,Rajesh,Haryana,Wheat,3.75
F1984,Amit,Unknown,Maize,3.3
F2393,Unknown,Haryana,Wheat,3.46
F6524,Rajesh,Unknown,Rice,3.51
F3828,Amit,Punjab,Potato,1.2
F8201,Manoj,Unknownx,Rice,1.18
F9046,Sunil,Haryana,Rice,2.85
F3783,Unknown,Unknown,Rice,1.25
F5824,Amit,Punjab,Rice,3.67
F6393,Rajesh,Punjab,Wheatx,5.0
F5484,Rajesh,Karnataka,Soybeanx,3.58
F5037,Rajesh,Karnataka,Maize,4.95
F8368,Amit,UP,Potato,4.26
F8952,Sunil,Karnataka,Wheat,5.1
F2477,Ravi,UP,Wheat,4.72
F6672,Manoj,UP,Rice,4.47
F8019,Rajesh,UP,Maize,2.55
F8670,Sunil,Maharashtra,Maize,2.92
F6743,Rajesh,UP,Potato,5.29
F2091,Ravi,Punjab,Rice,4.67
F2025,Amit,Karnataka,Maize,3.29
F8396,Rajesh,Karnataka,Rice,2.56
F1186,Sunil,Haryana,Soybean,3.42
F3362,Manoj,Maharashtra,Rice,3.51
F9773,Unknown,UP,Rice,1.25
F9646,Ravi,Punjab,Soybean,1.35
F7493,Unknown,Unknown,Potato,3.78
F1767,Ravi,Haryana,Potato,1.17
F5746x,Sunil,Unknown,Potato,3.52
F8838,Manoj,UP,Potato,1.23
F8687,Unknown,Unknown,Soybean,2.72
